Season,League,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2019,"AL",93275,0.084867327,0.229589922,0.369647443,0.253168495,0.322631284,0.438933901,0.761565185,0.185765406,0.298283804,11872.517874159801,129.1953430259124,0.32155140296609314,99.26347102804884
2019,"NL",93236,0.085578531,0.229610879,0.372711136,0.251350863,0.322769649,0.430747939,0.753517588,0.179397076,0.298389969,11556.812251733581,-181.60017938728026,0.31832425181199914,94.2846988745169
