Season,League,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2019,"MLB",51881,186511,166652,42040,25948,8531,785,6776,23467,22473,15895,753,42823,1984,1149,777,3464,2280,832,0.252262199
