Season,League,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2019,"MLB",186511,0.085222855,0.229600398,0.371179039,0.252262199,0.322700344,0.434852266,0.75755261,0.182590067,0.298336745,23429.33012589337,-52.404836361367906,0.31994246061529985,96.77460548925109
