Season,League,PA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
2019,"MLB",186511,1.200663911,0.214337541,0.428650897,0.35701156,0.098435065,0.15301583,0.063382798,0.227326266,0.4069,0.3423,0.2508,0.1702,0.4498,0.38
